"Data Source: DCJS, Uniform Crime Reporting File. Includes all reports received as of 8/7/2023.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
County/Region,Year,Population,Index Total Count,Index Total Rate,Violent Total Count,Violent Total Rate,Murder Count,Murder Rate,Rape Count,Rape Rate,Robbery Count,Robbery Rate,Agg Assault Count,Agg Assault Rate,Property Total Count,Property Total Rate,Burglary Count,Burglary Rate,Larceny Count,Larceny Rate,MV Theft Count,MV Theft Rate
Wayne,2004,93909,2182,2323.5,197,209.8,4,4.3,46,49,15,16,132,140.6,1985,2113.7,430,457.9,1489,1585.6,66,70.3
Wayne,2005,93995,2218,2359.7,171,181.9,1,1.1,31,33,18,19.1,121,128.7,2047,2177.8,453,481.9,1511,1607.5,83,88.3
Wayne,2006,92018,2267,2463.6,165,179.3,0,0,30,32.6,28,30.4,107,116.3,2102,2284.3,518,562.9,1498,1627.9,86,93.5
Wayne,2007,92504,1784,1928.6,162,175.1,1,1.1,30,32.4,14,15.1,117,126.5,1622,1753.4,319,344.8,1253,1354.5,50,54.1
Wayne,2008,90960,2008,2207.6,185,203.4,1,1.1,27,29.7,29,31.9,128,140.7,1823,2004.2,393,432.1,1382,1519.3,48,52.8
Wayne,2009,91270,1774,1943.7,140,153.4,0,0,21,23,25,27.4,94,103,1634,1790.3,399,437.2,1187,1300.5,48,52.6
Wayne,2010,90027,1966,2183.8,169,187.7,0,0,21,23.3,15,16.7,133,147.7,1797,1996.1,483,536.5,1268,1408.5,46,51.1
Wayne,2011,94193,1709,1814.4,141,149.7,0,0,30,31.8,24,25.5,87,92.4,1568,1664.7,414,439.5,1109,1177.4,45,47.8
Wayne,2012,93940,1843,1961.9,132,140.5,1,1.1,21,22.4,19,20.2,91,96.9,1711,1821.4,458,487.5,1213,1291.2,40,42.6
Wayne,2013,92809,1842,1984.7,153,164.9,4,4.3,21,22.6,29,31.2,99,106.7,1689,1819.9,469,505.3,1182,1273.6,38,40.9
Wayne,2014,92302,1604,1737.8,112,121.3,0,0,23,24.9,24,26,65,70.4,1492,1616.4,353,382.4,1094,1185.2,45,48.8
Wayne,2015,91455,1644,1797.6,203,222,2,2.2,79,86.4,24,26.2,98,107.2,1441,1575.6,353,386,1040,1137.2,48,52.5
Wayne,2016,90389,1623,1795.6,160,177,3,3.3,57,63.1,20,22.1,80,88.5,1463,1618.6,313,346.3,1101,1218.1,49,54.2
Wayne,2017,90519,1495,1651.6,189,208.8,3,3.3,80,88.4,18,19.9,88,97.2,1306,1442.8,242,267.3,1021,1127.9,43,47.5
Wayne,2018,88547,1484,1675.9,173,195.4,5,5.6,74,83.6,12,13.6,82,92.6,1311,1480.6,254,286.9,1016,1147.4,41,46.3
Wayne,2019,89121,1226,1375.7,168,188.5,2,2.2,62,69.6,22,24.7,82,92,1058,1187.2,200,224.4,812,911.1,46,51.6
Wayne,2020,88933,1348,1515.7,171,192.3,1,1.1,60,67.5,18,20.2,92,103.4,1177,1323.5,177,199,949,1067.1,51,57.3
Wayne,2021,91230,1231,1349.3,190,208.3,3,3.3,78,85.5,20,21.9,89,97.6,1041,1141.1,137,150.2,827,906.5,77,84.4
Wayne,2022,91426,1477,1615.5,155,169.5,1,1.1,52,56.9,19,20.8,83,90.8,1322,1446,162,177.2,1092,1194.4,68,74.4
Westchester,2000,944382,22034,2333.2,2624,277.9,31,3.3,99,10.5,1002,106.1,1492,158,19410,2055.3,2854,302.2,13957,1477.9,2599,275.2
Westchester,2001,925158,21591,2333.8,2789,301.5,18,1.9,90,9.7,1136,122.8,1545,167,18802,2032.3,2758,298.1,13729,1484,2315,250.2
Westchester,2002,932270,19948,2139.7,2575,276.2,33,3.5,78,8.4,1057,113.4,1407,150.9,17373,1863.5,2747,294.7,12583,1349.7,2043,219.1
Westchester,2003,938873,19498,2076.7,2616,278.6,21,2.2,89,9.5,1145,122,1361,145,16882,1798.1,2606,277.6,12438,1324.8,1838,195.8
Westchester,2004,942114,18622,1976.6,2601,276.1,29,3.1,105,11.1,1171,124.3,1296,137.6,16021,1700.5,2300,244.1,12185,1293.4,1536,163
Westchester,2005,943794,17345,1837.8,2648,280.6,23,2.4,77,8.2,1278,135.4,1270,134.6,14697,1557.2,2088,221.2,11343,1201.9,1266,134.1
Westchester,2006,943326,17678,1874,2768,293.4,20,2.1,83,8.8,1364,144.6,1301,137.9,14910,1580.6,2202,233.4,11621,1231.9,1087,115.2
Westchester,2007,950091,16786,1766.8,2478,260.8,22,2.3,90,9.5,1038,109.3,1328,139.8,14308,1506,2337,246,11000,1157.8,971,102.2
Westchester,2008,954255,16723,1752.5,2414,253,27,2.8,75,7.9,1093,114.5,1219,127.7,14309,1499.5,2370,248.4,11096,1162.8,843,88.3
Westchester,2009,956850,16636,1738.6,2482,259.4,22,2.3,77,8,1042,108.9,1341,140.1,14154,1479.2,2249,235,11007,1150.3,898,93.8
Westchester,2010,948303,15392,1623.1,2457,259.1,20,2.1,75,7.9,1095,115.5,1267,133.6,12935,1364,1983,209.1,10276,1083.6,676,71.3
Westchester,2011,953379,16283,1707.9,2557,268.2,21,2.2,71,7.4,1034,108.5,1431,150.1,13726,1439.7,2125,222.9,10823,1135.2,778,81.6
Westchester,2012,961058,15040,1564.9,2448,254.7,20,2.1,72,7.5,924,96.1,1432,149,12592,1310.2,1887,196.3,10069,1047.7,636,66.2
Westchester,2013,966498,14135,1462.5,2192,226.8,11,1.1,59,6.1,843,87.2,1279,132.3,11943,1235.7,1678,173.6,9646,998,619,64
Westchester,2014,974944,12106,1241.7,2149,220.4,14,1.4,65,6.7,804,82.5,1266,129.9,9957,1021.3,1490,152.8,7995,820,472,48.4
Westchester,2015,976316,12240,1253.7,2148,220,17,1.7,171,17.5,739,75.7,1221,125.1,10092,1033.7,1307,133.9,8103,830,682,69.9
Westchester,2016,975138,12543,1286.3,2116,217,24,2.5,144,14.8,768,78.8,1180,121,10427,1069.3,1328,136.2,8490,870.6,609,62.5
Westchester,2017,980819,11580,1180.6,1953,199.1,19,1.9,135,13.8,600,61.2,1199,122.2,9627,981.5,1010,103,8031,818.8,586,59.7
Westchester,2018,966057,9848,1019.4,1678,173.7,14,1.4,127,13.1,452,46.8,1085,112.3,8170,845.7,822,85.1,6896,713.8,452,46.8
Westchester,2019,964433,9664,1002,1633,169.3,13,1.3,118,12.2,450,46.7,1052,109.1,8031,832.7,672,69.7,6891,714.5,468,48.5
Westchester,2020,963247,10308,1070.1,1584,164.4,25,2.6,112,11.6,395,41,1052,109.2,8724,905.7,818,84.9,7164,743.7,742,77
Westchester,2021,992573,9286,935.5,1521,153.2,20,2,95,9.6,381,38.4,1025,103.3,7765,782.3,741,74.7,6348,639.5,676,68.1
Westchester,2022,1000049,11193,1119.2,1677,167.7,10,1,98,9.8,444,44.4,1125,112.5,9516,951.6,770,77,7944,794.4,802,80.2
Wyoming,2000,46083,1124,2439.1,113,245.2,3,6.5,9,19.5,7,15.2,94,204,1011,2193.9,388,842,590,1280.3,33,71.6
Wyoming,2001,43504,1185,2723.9,102,234.5,1,2.3,7,16.1,5,11.5,89,204.6,1083,2489.4,435,999.9,627,1441.2,21,48.3
Wyoming,2002,43838,1145,2611.9,72,164.2,1,2.3,7,16,2,4.6,62,141.4,1073,2447.6,443,1010.5,604,1377.8,26,59.3
Wyoming,2003,43238,1006,2326.7,80,185,1,2.3,6,13.9,6,13.9,67,155,926,2141.6,299,691.5,601,1390,26,60.1
Wyoming,2004,43015,681,1583.2,58,134.8,1,2.3,7,16.3,3,7,47,109.3,623,1448.3,110,255.7,490,1139.1,23,53.5
Wyoming,2005,43048,704,1635.4,83,192.8,0,0,7,16.3,1,2.3,75,174.2,621,1442.6,114,264.8,481,1117.4,26,60.4
Wyoming,2006,42807,753,1759.1,100,233.6,1,2.3,12,28,3,7,84,196.2,653,1525.5,157,366.8,468,1093.3,28,65.4
Wyoming,2007,42384,641,1512.4,54,127.4,0,0,11,26,2,4.7,41,96.7,587,1385,123,290.2,444,1047.6,20,47.2
Wyoming,2008,41742,547,1310.4,52,124.6,0,0,4,9.6,6,14.4,42,100.6,495,1185.9,110,263.5,372,891.2,13,31.1
Wyoming,2009,41453,500,1206.2,47,113.4,0,0,6,14.5,1,2.4,40,96.5,453,1092.8,101,243.6,342,825,10,24.1
Wyoming,2010,40743,476,1168.3,33,81,0,0,4,9.8,0,0,29,71.2,443,1087.3,94,230.7,339,832,10,24.5
Wyoming,2011,42344,528,1246.9,37,87.4,0,0,5,11.8,2,4.7,30,70.8,491,1159.6,96,226.7,381,899.8,14,33.1
Wyoming,2012,42170,552,1309,51,120.9,0,0,5,11.9,6,14.2,40,94.9,501,1188,76,180.2,408,967.5,17,40.3
Wyoming,2013,41875,510,1217.9,41,97.9,0,0,3,7.2,2,4.8,36,86,469,1120,82,195.8,379,905.1,8,19.1
Wyoming,2014,41454,380,916.7,36,86.8,0,0,1,2.4,0,0,35,84.4,344,829.8,59,142.3,275,663.4,10,24.1
Wyoming,2015,40883,422,1032.2,58,141.9,3,7.3,16,39.1,0,0,39,95.4,364,890.3,60,146.8,294,719.1,10,24.5
Wyoming,2016,40531,327,806.8,48,118.4,3,7.4,14,34.5,1,2.5,30,74,279,688.4,52,128.3,223,550.2,4,9.9
Wyoming,2017,40666,346,850.8,71,174.6,0,0,25,61.5,5,12.3,41,100.8,275,676.2,58,142.6,203,499.2,14,34.4
Wyoming,2018,39510,333,842.8,63,159.5,1,2.5,13,32.9,2,5.1,47,119,270,683.4,41,103.8,221,559.4,8,20.2
Wyoming,2019,39619,257,648.7,46,116.1,0,0,17,42.9,1,2.5,28,70.7,211,532.6,33,83.3,169,426.6,9,22.7
Wyoming,2020,39363,304,772.3,45,114.3,0,0,18,45.7,2,5.1,25,63.5,259,658,36,91.5,214,543.7,9,22.9
Wyoming,2021,40232,262,651.2,52,129.3,0,0,25,62.1,2,5,25,62.1,210,522,41,101.9,159,395.2,10,24.9
Wyoming,2022,40887,271,662.8,50,122.3,0,0,15,36.7,0,0,35,85.6,221,540.5,32,78.3,180,440.2,9,22
Yates,2000,25608,348,1359,26,101.5,1,3.9,3,11.7,2,7.8,20,78.1,322,1257.4,86,335.8,222,866.9,14,54.7
Yates,2001,24666,348,1410.8,19,77,0,0,4,16.2,2,8.1,13,52.7,329,1333.8,55,223,265,1074.4,9,36.5
Yates,2002,24856,389,1565,30,120.7,1,4,11,44.3,3,12.1,15,60.3,359,1444.3,57,229.3,299,1202.9,3,12.1
Yates,2003,24565,360,1465.5,30,122.1,0,0,6,24.4,2,8.1,22,89.6,330,1343.4,66,268.7,259,1054.3,5,20.4
Yates,2004,24768,326,1316.2,30,121.1,0,0,8,32.3,3,12.1,19,76.7,296,1195.1,87,351.3,202,815.6,7,28.3
Yates,2005,24704,302,1222.5,19,76.9,0,0,3,12.1,2,8.1,14,56.7,283,1145.6,78,315.7,203,821.7,2,8.1
Yates,2006,24822,373,1502.7,23,92.7,0,0,4,16.1,3,12.1,16,64.5,350,1410,70,282,271,1091.8,9,36.3
Yates,2007,24679,337,1365.5,13,52.7,0,0,2,8.1,1,4.1,10,40.5,324,1312.9,69,279.6,249,1009,6,24.3
Yates,2008,24542,284,1157.2,15,61.1,0,0,3,12.2,3,12.2,9,36.7,269,1096.1,72,293.4,194,790.5,3,12.2
Yates,2009,24634,350,1420.8,11,44.7,1,4.1,3,12.2,1,4.1,6,24.4,339,1376.1,78,316.6,260,1055.5,1,4.1
Yates,2010,24182,474,1960.1,18,74.4,0,0,5,20.7,2,8.3,11,45.5,456,1885.7,128,529.3,321,1327.4,7,28.9
Yates,2011,25462,410,1610.2,13,51.1,0,0,0,0,0,0,13,51.1,397,1559.2,109,428.1,285,1119.3,3,11.8
Yates,2012,25591,428,1672.5,20,78.2,0,0,6,23.4,0,0,14,54.7,408,1594.3,111,433.7,293,1144.9,4,15.6
Yates,2013,25375,413,1627.6,14,55.2,0,0,6,23.6,1,3.9,7,27.6,399,1572.4,112,441.4,284,1119.2,3,11.8
Yates,2014,25146,321,1276.5,18,71.6,0,0,4,15.9,2,8,12,47.7,303,1205,78,310.2,218,866.9,7,27.8
Yates,2015,25121,299,1190.2,25,99.5,0,0,8,31.8,0,0,17,67.7,274,1090.7,84,334.4,188,748.4,2,8
Yates,2016,24823,320,1289.1,17,68.5,0,0,6,24.2,1,4,10,40.3,303,1220.6,78,314.2,223,898.4,2,8.1
Yates,2017,24910,259,1039.7,26,104.4,0,0,12,48.2,0,0,14,56.2,233,935.4,42,168.6,188,754.7,3,12
Yates,2018,24430,245,1002.9,17,69.6,1,4.1,4,16.4,0,0,12,49.1,228,933.3,52,212.9,171,700,5,20.5
Yates,2019,24639,187,759,23,93.3,0,0,12,48.7,0,0,11,44.6,164,665.6,42,170.5,120,487,2,8.1
Yates,2020,24704,221,894.6,16,64.8,1,4,8,32.4,1,4,6,24.3,205,829.8,24,97.2,179,724.6,2,8.1
Yates,2021,25366,183,721.4,34,134,0,0,21,82.8,0,0,13,51.2,149,587.4,14,55.2,128,504.6,7,27.6
Yates,2022,24702,185,748.9,28,113.4,0,0,19,76.9,1,4,8,32.4,157,635.6,28,113.4,120,485.8,9,36.4
NYS Total,2000,18976457,585173,3083.7,104487,550.6,954,5,3352,17.7,41609,219.3,58572,308.7,480686,2533.1,85028,448.1,337999,1781.1,57659,303.8
NYS Total,2001,19011378,557485,2932.4,98708,519.2,971,5.1,3448,18.1,37717,198.4,56572,297.6,458777,2413.2,79132,416.2,328439,1727.6,51206,269.3
NYS Total,2002,19157532,538910,2813,94598,493.8,905,4.7,3774,19.7,36946,192.9,52973,276.5,444312,2319.3,76495,399.3,319499,1667.7,48318,252.2
NYS Total,2003,19190115,519076,2704.9,89357,465.6,917,4.8,3770,19.6,35778,186.4,48892,254.8,429719,2239.3,75417,393,309166,1611.1,45136,235.2
NYS Total,2004,19227088,500640,2603.8,84266,438.3,890,4.6,3561,18.5,33350,173.5,46465,241.7,416374,2165.6,69929,363.7,305666,1589.8,40779,212.1
NYS Total,2005,19254630,489399,2541.7,85524,444.2,874,4.5,3615,18.8,35004,181.8,46031,239.1,403875,2097.5,67802,352.1,300538,1560.9,35535,184.6
NYS Total,2006,19300118,477867,2476,83816,434.3,927,4.8,3165,16.4,34381,178.1,45343,234.9,394051,2041.7,68487,354.9,293476,1520.6,32088,166.3
NYS Total,2007,19293585,460995,2389.4,79818,413.7,808,4.2,2924,15.2,31036,160.9,45050,233.5,381177,1975.7,64834,336,288370,1494.6,27973,145
NYS Total,2008,19486239,464691,2384.7,77441,397.4,836,4.3,2787,14.3,31743,162.9,42075,215.9,387250,1987.3,65514,336.2,296639,1522.3,25097,128.8
NYS Total,2009,19537441,449969,2303.1,74830,383,784,4,2565,13.1,28063,143.6,43418,222.2,375139,1920.1,62677,320.8,290679,1487.8,21783,111.5
NYS Total,2010,19374160,450533,2325.4,75841,391.5,866,4.5,2767,14.3,28407,146.6,43801,226.1,374692,1934,64709,334,289574,1494.6,20409,105.3
NYS Total,2011,19460666,449003,2307.2,77478,398.1,770,4,2776,14.3,28353,145.7,45579,234.2,371525,1909.1,65106,334.6,287762,1478.7,18657,95.9
NYS Total,2012,19565754,452455,2312.5,79305,405.3,688,3.5,2831,14.5,28558,146,47228,241.4,373150,1907.2,64092,327.6,291854,1491.7,17204,87.9
NYS Total,2013,19646695,432706,2202.4,76484,389.3,645,3.3,2615,13.3,27180,138.3,46044,234.4,356222,1813.1,56184,286,284530,1448.2,15508,78.9
NYS Total,2014,19741833,410183,2077.7,72367,366.6,616,3.1,2537,12.9,23994,121.5,45220,229.1,337816,1711.2,50669,256.7,271414,1374.8,15733,79.7
NYS Total,2015,19791439,391505,1978.2,75167,379.8,620,3.1,6153,31.1,23892,120.7,44502,224.9,316338,1598.4,44081,222.7,256915,1298.1,15342,77.5
NYS Total,2016,19740972,378028,1914.9,74127,375.5,631,3.2,6248,31.6,22286,112.9,44962,227.8,303901,1539.4,39755,201.4,249802,1265.4,14344,72.7
NYS Total,2017,19845038,363226,1830.3,70715,356.3,551,2.8,6388,32.2,20069,101.1,43707,220.2,292511,1474,34889,175.8,244251,1230.8,13371,67.4
NYS Total,2018,19537873,349235,1787.5,68583,351,568,2.9,6726,34.4,18198,93.1,43091,220.6,280652,1436.5,31056,159,236478,1210.4,13118,67.1
NYS Total,2019,19449248,337098,1733.2,69902,359.4,568,2.9,6652,34.2,18075,92.9,44607,229.4,267196,1373.8,27624,142,226860,1166.4,12712,65.4
NYS Total,2020,19332513,344043,1779.6,70698,365.7,840,4.3,5656,29.3,17548,90.8,46654,241.3,273345,1413.9,32556,168.4,221056,1143.4,19733,102.1
NYS Total,2021,19832405,345516,1742.2,76511,385.8,885,4.5,6304,31.8,18080,91.2,51242,258.4,269005,1356.4,27379,138.1,219655,1107.6,21971,110.8
NYS Total,2022,19673806,421322,2141.5,84714,430.6,791,4,6040,30.7,21975,111.7,55908,284.2,336608,1710.9,31982,162.6,277824,1412.2,26802,136.2
Non-NYC Total,2000,11229946,297178,2646.3,28748,256,287,2.6,1709,15.2,9008,80.2,17744,158,268430,2390.3,48013,427.5,198646,1768.9,21771,193.9
Non-NYC Total,2001,10988360,293260,2668.8,29971,272.8,322,2.9,1915,17.4,9511,86.6,18223,165.8,263289,2396.1,47568,432.9,194511,1770.2,21210,193
Non-NYC Total,2002,11072839,288279,2603.5,30758,277.8,318,2.9,2085,18.8,9717,87.8,18638,168.3,257521,2325.7,46393,419,189844,1714.5,21284,192.2
Non-NYC Total,2003,11092049,282861,2550.1,29909,269.6,320,2.9,2161,19.5,9789,88.3,17639,159,252952,2280.5,47124,424.8,184320,1661.7,21508,193.9
Non-NYC Total,2004,11125767,273764,2460.6,28578,256.9,320,2.9,2133,19.2,8977,80.7,17148,154.1,245186,2203.8,43829,393.9,181650,1632.7,19707,177.1
Non-NYC Total,2005,11138940,272267,2444.3,30901,277.4,335,3,2203,19.8,10282,92.3,18081,162.3,241366,2166.9,44592,400.3,179620,1612.5,17154,154
Non-NYC Total,2006,11135117,272345,2445.8,31730,285,331,3,2094,18.8,10870,97.6,18435,165.6,240615,2160.9,46350,416.3,178113,1599.6,16152,145.1
Non-NYC Total,2007,11073389,261054,2357.5,29365,265.2,312,2.8,2049,18.5,9249,83.5,17755,160.3,231689,2092.3,43920,396.6,173052,1562.8,14717,132.9
Non-NYC Total,2008,11141164,266272,2390,29011,260.4,313,2.8,1897,17,9557,85.8,17244,154.8,237261,2129.6,45647,409.7,178957,1606.3,12657,113.6
Non-NYC Total,2009,11136534,261612,2349.1,28473,255.7,313,2.8,1733,15.6,9466,85,16961,152.3,233139,2093.5,43897,394.2,178153,1599.7,11089,99.6
Non-NYC Total,2010,11038158,262429,2377.5,27352,247.8,330,3,1731,15.7,8799,79.7,16492,149.4,235077,2129.7,46783,423.8,178204,1614.4,10090,91.4
Non-NYC Total,2011,11248791,257337,2287.7,26269,233.5,255,2.3,1684,15,8580,76.3,15750,140,231068,2054.2,46947,417.4,174898,1554.8,9223,82
Non-NYC Total,2012,11276339,256702,2276.5,26312,233.3,269,2.4,1669,14.8,8357,74.1,16017,142,230390,2043.1,45457,403.1,175919,1560.1,9014,79.9
Non-NYC Total,2013,11250569,238351,2118.6,24100,214.2,310,2.8,1503,13.4,8010,71.2,14277,126.9,214251,1904.4,39578,351.8,166599,1480.8,8074,71.8
Non-NYC Total,2014,11267895,224992,1996.8,22923,203.4,283,2.5,1467,13,7413,65.8,13760,122.1,202069,1793.3,34753,308.4,159307,1413.8,8009,71.1
Non-NYC Total,2015,11240578,211557,1882.1,25079,223.1,268,2.4,3909,34.8,6946,61.8,13956,124.2,186478,1659,29983,266.7,148539,1321.5,7956,70.8
Non-NYC Total,2016,11174055,203626,1822.3,25003,223.8,296,2.6,3876,34.7,6742,60.3,14089,126.1,178623,1598.6,27714,248,142934,1279.2,7975,71.4
Non-NYC Total,2017,11228705,191978,1709.7,24282,216.2,259,2.3,4013,35.7,6074,54.1,13936,124.1,167696,1493.5,23785,211.8,136275,1213.6,7636,68
Non-NYC Total,2018,11014702,175071,1589.4,22470,204,273,2.5,3912,35.5,5236,47.5,13049,118.5,152601,1385.4,20219,183.6,124798,1133,7584,68.9
Non-NYC Total,2019,11070205,166978,1508.4,22081,199.5,249,2.2,3882,35.1,4679,42.3,13271,119.9,144897,1308.9,17778,160.6,119929,1083.3,7190,64.9
Non-NYC Total,2020,11032136,166724,1511.3,22739,206.1,372,3.4,3403,30.8,4366,39.6,14598,132.3,143985,1305.1,18650,169.1,114860,1041.1,10475,94.9
Non-NYC Total,2021,11357018,159011,1400.1,23147,203.8,397,3.5,3844,33.8,4171,36.7,14735,129.7,135864,1196.3,15852,139.6,108705,957.2,11307,99.6
Non-NYC Total,2022,11437239,183668,1605.9,23421,204.8,353,3.1,3421,29.9,4542,39.7,15105,132.1,160247,1401.1,17429,152.4,129993,1136.6,12825,112.1
NYC Total,2000,7746511,287995,3717.7,75739,977.7,667,8.6,1643,21.2,32601,420.8,40828,527.1,212256,2740,37015,477.8,139353,1798.9,35888,463.3
NYC Total,2001,8023018,264225,3293.3,68737,856.7,649,8.1,1533,19.1,28206,351.6,38349,478,195488,2436.6,31564,393.4,133928,1669.3,29996,373.9
NYC Total,2002,8084693,250631,3100.1,63840,789.6,587,7.3,1689,20.9,27229,336.8,34335,424.7,186791,2310.4,30102,372.3,129655,1603.7,27034,334.4
NYC Total,2003,8098066,236215,2916.9,59448,734.1,597,7.4,1609,19.9,25989,320.9,31253,385.9,176767,2182.8,28293,349.4,124846,1541.7,23628,291.8
NYC Total,2004,8101321,226876,2800.5,55688,687.4,570,7,1428,17.6,24373,300.9,29317,361.9,171188,2113.1,26100,322.2,124016,1530.8,21072,260.1
NYC Total,2005,8115690,217132,2675.5,54623,673.1,539,6.6,1412,17.4,24722,304.6,27950,344.4,162509,2002.4,23210,286,120918,1489.9,18381,226.5
NYC Total,2006,8165001,205522,2517.1,52086,637.9,596,7.3,1071,13.1,23511,287.9,26908,329.6,153436,1879.2,22137,271.1,115363,1412.9,15936,195.2
NYC Total,2007,8220196,199941,2432.3,50453,613.8,496,6,875,10.6,21787,265,27295,332,149488,1818.5,20914,254.4,115318,1402.9,13256,161.3
NYC Total,2008,8345075,198419,2377.7,48430,580.3,523,6.3,890,10.7,22186,265.9,24831,297.6,149989,1797.3,19867,238.1,117682,1410.2,12440,149.1
NYC Total,2009,8400907,188357,2242.1,46357,551.8,471,5.6,832,9.9,18597,221.4,26457,314.9,142000,1690.3,18780,223.5,112526,1339.5,10694,127.3
NYC Total,2010,8336002,188104,2256.5,48489,581.7,536,6.4,1036,12.4,19608,235.2,27309,327.6,139615,1674.8,17926,215,111370,1336,10319,123.8
NYC Total,2011,8211875,191666,2334,51209,623.6,515,6.3,1092,13.3,19773,240.8,29829,363.2,140457,1710.4,18159,221.1,112864,1374.4,9434,114.9
NYC Total,2012,8289415,195753,2361.5,52993,639.3,419,5.1,1162,14,20201,243.7,31211,376.5,142760,1722.2,18635,224.8,115935,1398.6,8190,98.8
NYC Total,2013,8396126,194355,2314.8,52384,623.9,335,4,1112,13.2,19170,228.3,31767,378.4,141971,1690.9,16606,197.8,117931,1404.6,7434,88.5
NYC Total,2014,8473938,185191,2185.4,49444,583.5,333,3.9,1070,12.6,16581,195.7,31460,371.3,135747,1601.9,15916,187.8,112107,1323,7724,91.2
NYC Total,2015,8550861,179948,2104.4,50088,585.8,352,4.1,2244,26.2,16946,198.2,30546,357.2,129860,1518.7,14098,164.9,108376,1267.4,7386,86.4
NYC Total,2016,8566917,174402,2035.8,49124,573.4,335,3.9,2372,27.7,15544,181.4,30873,360.4,125278,1462.3,12041,140.6,106868,1247.4,6369,74.3
NYC Total,2017,8616333,171248,1987.5,46433,538.9,292,3.4,2375,27.6,13995,162.4,29771,345.5,124815,1448.6,11104,128.9,107976,1253.2,5735,66.6
NYC Total,2018,8523171,174164,2043.4,46113,541,295,3.5,2814,33,12962,152.1,30042,352.5,128051,1502.4,10837,127.1,111680,1310.3,5534,64.9
NYC Total,2019,8379043,170120,2030.3,47821,570.7,319,3.8,2770,33.1,13396,159.9,31336,374,122299,1459.6,9846,117.5,106931,1276.2,5522,65.9
NYC Total,2020,8300377,177319,2136.3,47959,577.8,468,5.6,2253,27.1,13182,158.8,32056,386.2,129360,1558.5,13906,167.5,106196,1279.4,9258,111.5
NYC Total,2021,8475387,186505,2200.5,53364,629.6,488,5.8,2460,29,13909,164.1,36507,430.7,133141,1570.9,11527,136,110950,1309.1,10664,125.8
NYC Total,2022,8236567,237654,2885.4,61293,744.2,438,5.3,2619,31.8,17433,211.7,40803,495.4,176361,2141.2,14553,176.7,147831,1794.8,13977,169.7
Capital Region,2000,1063701,32189,3026.1,3271,307.5,23,2.2,219,20.6,897,84.3,2132,200.4,28918,2718.6,6103,573.8,21447,2016.3,1368,128.6
Capital Region,2001,1031822,31778,3079.8,3578,346.8,18,1.7,231,22.4,1008,97.7,2321,224.9,28200,2733,5971,578.7,20684,2004.6,1545,149.7
Capital Region,2002,1039754,30652,2948,3673,353.3,32,3.1,266,25.6,972,93.5,2403,231.1,26979,2594.7,5606,539.2,19707,1895.4,1666,160.2
Capital Region,2003,1042669,28251,2709.5,3217,308.5,28,2.7,229,22,804,77.1,2156,206.8,25034,2401,5203,499,18458,1770.3,1373,131.7
Capital Region,2004,1049835,29413,2801.7,3178,302.7,32,3,249,23.7,846,80.6,2051,195.4,26235,2499,5024,478.6,19746,1880.9,1465,139.5
Capital Region,2005,1055583,29575,2801.8,3490,330.6,32,3,258,24.4,937,88.8,2263,214.4,26085,2471.1,5253,497.6,19400,1837.8,1432,135.7
Capital Region,2006,1061312,31284,2947.7,3663,345.1,27,2.5,267,25.2,998,94,2371,223.4,27621,2602.5,5854,551.6,20461,1927.9,1306,123.1
Capital Region,2007,1062463,28645,2696.1,3419,321.8,20,1.9,247,23.2,935,88,2217,208.7,25226,2374.3,4970,467.8,19011,1789.3,1245,117.2
Capital Region,2008,1065427,29582,2776.5,3273,307.2,29,2.7,221,20.7,992,93.1,2031,190.6,26309,2469.3,5137,482.2,20202,1896.1,970,91
Capital Region,2009,1064969,28419,2668.5,2979,279.7,24,2.3,183,17.2,906,85.1,1866,175.2,25440,2388.8,4843,454.8,19652,1845.3,945,88.7
Capital Region,2010,1056949,29377,2779.4,3005,284.3,14,1.3,230,21.8,866,81.9,1895,179.3,26372,2495.1,5126,485,20261,1916.9,985,93.2
Capital Region,2011,1084057,28444,2623.8,2874,265.1,21,1.9,197,18.2,801,73.9,1855,171.1,25570,2358.7,5241,483.5,19567,1805,762,70.3
Capital Region,2012,1085226,28001,2580.2,2693,248.2,34,3.1,204,18.8,724,66.7,1731,159.5,25308,2332,4950,456.1,19619,1807.8,739,68.1
Capital Region,2013,1084364,26110,2407.9,2581,238,27,2.5,158,14.6,752,69.3,1644,151.6,23529,2169.8,4387,404.6,18423,1699,719,66.3
Capital Region,2014,1088347,25008,2297.8,2462,226.2,32,2.9,169,15.5,665,61.1,1596,146.6,22546,2071.6,3849,353.7,17962,1650.4,735,67.5
Capital Region,2015,1085591,23521,2166.7,2933,270.2,31,2.9,461,42.5,689,63.5,1752,161.4,20588,1896.5,3101,285.7,16837,1551,650,59.9
Capital Region,2016,1080805,23143,2141.3,2935,271.6,20,1.9,489,45.2,621,57.5,1805,167,20208,1869.7,2897,268,16545,1530.8,766,70.9
